LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AY
1701221177.872430,2335125.000,55977,3,AY,1,100,-0.005
1701221177.872430,2335125.000,55977,3,AY,1,100,-0.003
1701221177.872430,2335125.000,55977,3,AY,1,100,-0.007
1701221177.912422,2335165.000,55994,2,AY,1,100,-0.004
1701221177.952414,2335205.000,55994,2,AY,1,100,-0.009
1701221177.992406,2335245.000,56010,3,AY,1,100,-0.009
1701221178.032398,2335285.000,56010,3,AY,1,100,-0.006
1701221178.072390,2335325.000,56010,3,AY,1,100,-0.007
1701221178.112382,2335365.000,56027,2,AY,1,100,-0.006
1701221178.152374,2335405.000,56027,2,AY,1,100,-0.007
1701221178.192366,2335445.000,56044,3,AY,1,100,-0.008
1701221178.232358,2335485.000,56044,3,AY,1,100,-0.003
1701221178.272350,2335525.000,56044,3,AY,1,100,-0.003
1701221178.312342,2335565.000,56060,2,AY,1,100,-0.002
1701221178.352334,2335605.000,56060,2,AY,1,100,-0.008
1701221178.392326,2335645.000,56075,3,AY,1,100,-0.004
1701221178.432318,2335685.000,56075,3,AY,1,100,-0.007
1701221178.472310,2335725.000,56075,3,AY,1,100,-0.005
1701221178.507636,2335760.333,56093,3,AY,1,100,-0.004
1701221178.542963,2335795.667,56093,3,AY,1,100,-0.006
1701221178.578289,2335831.000,56093,3,AY,1,100,-0.007
1701221178.618281,2335871.000,56109,2,AY,1,100,-0.004
1701221178.658273,2335911.000,56109,2,AY,1,100,-0.007
1701221178.698265,2335951.000,56126,3,AY,1,100,-0.002
1701221178.738257,2335991.000,56126,3,AY,1,100,-0.000
1701221178.778249,2336031.000,56126,3,AY,1,100,-0.001
1701221178.818241,2336071.000,56141,2,AY,1,100,-0.002
1701221178.858233,2336111.000,56141,2,AY,1,100,-0.007
1701221178.898225,2336151.000,56158,3,AY,1,100,-0.005
1701221178.938217,2336191.000,56158,3,AY,1,100,-0.009
1701221178.978209,2336231.000,56158,3,AY,1,100,-0.006
1701221179.018201,2336271.000,56174,3,AY,1,100,-0.006
1701221179.058193,2336311.000,56174,3,AY,1,100,-0.005
1701221179.098185,2336351.000,56174,3,AY,1,100,-0.010
1701221179.138177,2336391.000,56192,2,AY,1,100,-0.009
1701221179.178169,2336431.000,56192,2,AY,1,100,-0.005
1701221179.218161,2336471.000,56206,3,AY,1,100,-0.005
1701221179.258153,2336511.000,56206,3,AY,1,100,-0.007
1701221179.298145,2336551.000,56206,3,AY,1,100,-0.004
1701221179.338137,2336591.000,56223,2,AY,1,100,-0.006
1701221179.378129,2336631.000,56223,2,AY,1,100,-0.006
1701221179.418121,2336671.000,56239,3,AY,1,100,-0.006
1701221179.458113,2336711.000,56239,3,AY,1,100,-0.004
1701221179.498105,2336751.000,56239,3,AY,1,100,-0.005
1701221179.538097,2336791.000,56257,2,AY,1,100,-0.009
1701221179.578089,2336831.000,56257,2,AY,1,100,-0.004
1701221179.618081,2336871.000,56271,3,AY,1,100,-0.002
1701221179.658073,2336911.000,56271,3,AY,1,100,-0.005
1701221179.698065,2336951.000,56271,3,AY,1,100,-0.006
1701221179.738057,2336991.000,56288,2,AY,1,100,-0.003
1701221179.778049,2337031.000,56288,2,AY,1,100,-0.004
1701221179.818041,2337071.000,56308,4,AY,1,100,-0.006
1701221179.858033,2337111.000,56308,4,AY,1,100,-0.003
1701221179.898025,2337151.000,56308,4,AY,1,100,-0.004
1701221179.938017,2337191.000,56308,4,AY,1,100,-0.006
1701221179.978009,2337231.000,56325,2,AY,1,100,-0.008
1701221180.018001,2337271.000,56325,2,AY,1,100,-0.008
1701221180.057993,2337311.000,56341,3,AY,1,100,-0.006
1701221180.097985,2337351.000,56341,3,AY,1,100,-0.005
1701221180.137977,2337391.000,56341,3,AY,1,100,-0.008
1701221180.177969,2337431.000,56358,2,AY,1,100,-0.008
1701221180.217961,2337471.000,56358,2,AY,1,100,-0.004
1701221180.257953,2337511.000,56373,3,AY,1,100,-0.003
1701221180.297945,2337551.000,56373,3,AY,1,100,-0.002
1701221180.337937,2337591.000,56373,3,AY,1,100,-0.002
1701221180.377929,2337631.000,56390,3,AY,1,100,-0.006
1701221180.417921,2337671.000,56390,3,AY,1,100,-0.004
1701221180.457913,2337711.000,56390,3,AY,1,100,-0.005
1701221180.491407,2337744.500,56407,2,AY,1,100,-0.004
1701221180.524900,2337778.000,56407,2,AY,1,100,-0.004
1701221180.564892,2337818.000,56424,3,AY,1,100,-0.006
1701221180.604884,2337858.000,56424,3,AY,1,100,-0.010
1701221180.644876,2337898.000,56424,3,AY,1,100,-0.008
1701221180.684868,2337938.000,56438,2,AY,1,100,-0.006
1701221180.724860,2337978.000,56438,2,AY,1,100,-0.006
1701221180.764852,2338018.000,56456,3,AY,1,100,-0.006
1701221180.804844,2338058.000,56456,3,AY,1,100,-0.005
1701221180.844836,2338098.000,56456,3,AY,1,100,-0.002
1701221180.884828,2338138.000,56472,2,AY,1,100,-0.005
1701221180.924820,2338178.000,56472,2,AY,1,100,-0.006
1701221180.964812,2338218.000,56489,3,AY,1,100,-0.007
1701221181.004804,2338258.000,56489,3,AY,1,100,-0.006
1701221181.044796,2338298.000,56489,3,AY,1,100,-0.010
1701221181.084788,2338338.000,56503,3,AY,1,100,-0.006
1701221181.124780,2338378.000,56503,3,AY,1,100,-0.008
1701221181.164772,2338418.000,56503,3,AY,1,100,-0.003
1701221181.204764,2338458.000,56521,2,AY,1,100,-0.006
1701221181.244756,2338498.000,56521,2,AY,1,100,-0.007
1701221181.284748,2338538.000,56537,3,AY,1,100,-0.006
1701221181.324740,2338578.000,56537,3,AY,1,100,-0.006
1701221181.364732,2338618.000,56537,3,AY,1,100,-0.004
1701221181.404724,2338658.000,56558,2,AY,1,100,-0.003
1701221181.444716,2338698.000,56558,2,AY,1,100,-0.004
1701221181.484708,2338738.000,56573,3,AY,1,100,-0.002
1701221181.524700,2338778.000,56573,3,AY,1,100,-0.005
1701221181.564692,2338818.000,56573,3,AY,1,100,-0.000
1701221181.604684,2338858.000,56590,2,AY,1,100,-0.003
1701221181.644676,2338898.000,56590,2,AY,1,100,-0.008
1701221181.684668,2338938.000,56606,3,AY,1,100,-0.007
1701221181.724660,2338978.000,56606,3,AY,1,100,-0.005
1701221181.764652,2339018.000,56606,3,AY,1,100,-0.007
1701221181.804644,2339058.000,56624,2,AY,1,100,-0.004
1701221181.844636,2339098.000,56624,2,AY,1,100,-0.005
1701221181.884628,2339138.000,56638,3,AY,1,100,-0.005
1701221181.924620,2339178.000,56638,3,AY,1,100,-0.003
1701221181.964612,2339218.000,56638,3,AY,1,100,-0.005
1701221182.004604,2339258.000,56657,3,AY,1,100,-0.003
1701221182.044596,2339298.000,56657,3,AY,1,100,-0.006
1701221182.084589,2339338.000,56657,3,AY,1,100,-0.006
1701221182.124580,2339378.000,56673,2,AY,1,100,-0.006
1701221182.164572,2339418.000,56673,2,AY,1,100,-0.007
1701221182.200232,2339453.667,56691,3,AY,1,100,-0.008
1701221182.235892,2339489.333,56691,3,AY,1,100,-0.006
1701221182.271551,2339525.000,56691,3,AY,1,100,-0.003
1701221182.311543,2339565.000,56706,2,AY,1,100,-0.008
1701221182.351535,2339605.000,56706,2,AY,1,100,-0.007
1701221182.391527,2339645.000,56722,3,AY,1,100,-0.002
1701221182.431519,2339685.000,56722,3,AY,1,100,-0.006
1701221182.471511,2339725.000,56722,3,AY,1,100,-0.004
1701221182.511503,2339765.000,56739,2,AY,1,100,-0.004
1701221182.551495,2339805.000,56739,2,AY,1,100,-0.004
1701221182.591487,2339845.000,56756,3,AY,1,100,-0.006
1701221182.631479,2339885.000,56756,3,AY,1,100,-0.004
1701221182.671471,2339925.000,56756,3,AY,1,100,-0.008
1701221182.711463,2339965.000,56772,3,AY,1,100,-0.009
1701221182.751455,2340005.000,56772,3,AY,1,100,-0.007
1701221182.791447,2340045.000,56772,3,AY,1,100,-0.006
1701221182.831439,2340085.000,56788,2,AY,1,100,-0.006
1701221182.871431,2340125.000,56788,2,AY,1,100,-0.006
1701221182.911423,2340165.000,56806,3,AY,1,100,-0.006
1701221182.951415,2340205.000,56806,3,AY,1,100,-0.006
1701221182.991407,2340245.000,56806,3,AY,1,100,-0.002
1701221183.031399,2340285.000,56823,2,AY,1,100,-0.002
1701221183.071391,2340325.000,56823,2,AY,1,100,-0.006
1701221183.111050,2340364.667,56842,3,AY,1,100,-0.006
1701221183.150709,2340404.333,56842,3,AY,1,100,-0.003
1701221183.190367,2340444.000,56842,3,AY,1,100,-0.004
1701221183.230360,2340484.000,56857,2,AY,1,100,-0.007
1701221183.270352,2340524.000,56857,2,AY,1,100,-0.006
1701221183.310344,2340564.000,56873,3,AY,1,100,-0.007
1701221183.350336,2340604.000,56873,3,AY,1,100,-0.005
1701221183.390328,2340644.000,56873,3,AY,1,100,-0.006
1701221183.430320,2340684.000,56890,2,AY,1,100,-0.004
1701221183.470312,2340724.000,56890,2,AY,1,100,-0.004
1701221183.510304,2340764.000,56909,3,AY,1,100,-0.004
1701221183.550296,2340804.000,56909,3,AY,1,100,-0.006
1701221183.590288,2340844.000,56909,3,AY,1,100,-0.008
1701221183.630280,2340884.000,56924,2,AY,1,100,-0.005
1701221183.670272,2340924.000,56924,2,AY,1,100,-0.003
1701221183.710264,2340964.000,56940,3,AY,1,100,-0.007
1701221183.750256,2341004.000,56940,3,AY,1,100,-0.005
1701221183.790248,2341044.000,56940,3,AY,1,100,-0.007
1701221183.830240,2341084.000,56958,3,AY,1,100,-0.006
1701221183.870232,2341124.000,56958,3,AY,1,100,-0.004
1701221183.910224,2341164.000,56958,3,AY,1,100,-0.006
1701221183.950216,2341204.000,56974,2,AY,1,100,-0.005
1701221183.990208,2341244.000,56974,2,AY,1,100,-0.002
1701221184.030200,2341284.000,56989,3,AY,1,100,-0.005
1701221184.070192,2341324.000,56989,3,AY,1,100,-0.001
1701221184.110184,2341364.000,56989,3,AY,1,100,-0.005
1701221184.150176,2341404.000,57006,2,AY,1,100,-0.005
1701221184.190168,2341444.000,57006,2,AY,1,100,0.002
1701221184.225827,2341479.667,57023,3,AY,1,100,-0.009
1701221184.261487,2341515.333,57023,3,AY,1,100,-0.018
1701221184.297147,2341551.000,57023,3,AY,1,100,-0.001
1701221184.337138,2341591.000,57039,3,AY,1,100,0.018
1701221184.377131,2341631.000,57039,3,AY,1,100,0.001
1701221184.417122,2341671.000,57039,3,AY,1,100,-0.004
1701221184.457114,2341711.000,57055,2,AY,1,100,0.005
1701221184.497107,2341751.000,57055,2,AY,1,100,0.010
1701221184.537098,2341791.000,57071,3,AY,1,100,0.006
1701221184.577091,2341831.000,57071,3,AY,1,100,-0.042
1701221184.617083,2341871.000,57071,3,AY,1,100,-0.036
1701221184.657074,2341911.000,57088,2,AY,1,100,-0.039
1701221184.697067,2341951.000,57088,2,AY,1,100,-0.031
1701221184.737059,2341991.000,57104,3,AY,1,100,-0.043
1701221184.777050,2342031.000,57104,3,AY,1,100,-0.024
1701221184.817043,2342071.000,57104,3,AY,1,100,-0.009
1701221184.857035,2342111.000,57122,2,AY,1,100,-0.002
1701221184.897027,2342151.000,57122,2,AY,1,100,-0.002
1701221184.937019,2342191.000,57146,4,AY,1,100,-0.039
1701221184.977011,2342231.000,57146,4,AY,1,100,-0.021
1701221185.017003,2342271.000,57146,4,AY,1,100,-0.014
1701221185.056995,2342311.000,57146,4,AY,1,100,-0.010
1701221185.096987,2342351.000,57160,3,AY,1,100,-0.029
1701221185.136979,2342391.000,57160,3,AY,1,100,-0.025
1701221185.176971,2342431.000,57160,3,AY,1,100,-0.015
1701221185.216963,2342471.000,57178,2,AY,1,100,-0.017
1701221185.256955,2342511.000,57178,2,AY,1,100,-0.031
1701221185.296947,2342551.000,57194,3,AY,1,100,-0.001
1701221185.336939,2342591.000,57194,3,AY,1,100,-0.024
1701221185.376931,2342631.000,57194,3,AY,1,100,0.006
1701221185.416923,2342671.000,57211,2,AY,1,100,-0.008
1701221185.456915,2342711.000,57211,2,AY,1,100,0.112
1701221185.496907,2342751.000,57229,3,AY,1,100,-0.008
1701221185.536899,2342791.000,57229,3,AY,1,100,-0.073
1701221185.576891,2342831.000,57229,3,AY,1,100,-0.067
1701221185.616883,2342871.000,57245,2,AY,1,100,0.006
1701221185.656875,2342911.000,57245,2,AY,1,100,0.002
1701221185.696867,2342951.000,57261,3,AY,1,100,0.012
1701221185.736859,2342991.000,57261,3,AY,1,100,0.020
1701221185.776851,2343031.000,57261,3,AY,1,100,0.076
1701221185.816843,2343071.000,57281,2,AY,1,100,0.081
1701221185.856835,2343111.000,57281,2,AY,1,100,0.030
1701221185.896827,2343151.000,57296,3,AY,1,100,-0.047
1701221185.936819,2343191.000,57296,3,AY,1,100,-0.044
1701221185.976811,2343231.000,57296,3,AY,1,100,0.027
1701221186.012470,2343266.667,57314,3,AY,1,100,0.005
1701221186.048130,2343302.333,57314,3,AY,1,100,0.036
1701221186.083790,2343338.000,57314,3,AY,1,100,0.046
1701221186.123781,2343378.000,57333,2,AY,1,100,0.014
1701221186.163774,2343418.000,57333,2,AY,1,100,0.051
1701221186.203766,2343458.000,57350,3,AY,1,100,-0.149
1701221186.243757,2343498.000,57350,3,AY,1,100,-0.082
1701221186.283750,2343538.000,57350,3,AY,1,100,0.050
1701221186.323742,2343578.000,57366,2,AY,1,100,0.015
1701221186.363734,2343618.000,57366,2,AY,1,100,-0.017
1701221186.403726,2343658.000,57381,3,AY,1,100,0.004
1701221186.443718,2343698.000,57381,3,AY,1,100,-0.024
1701221186.483710,2343738.000,57381,3,AY,1,100,-0.067
1701221186.523702,2343778.000,57398,3,AY,1,100,0.047
1701221186.563694,2343818.000,57398,3,AY,1,100,0.000
1701221186.603686,2343858.000,57398,3,AY,1,100,-0.046
1701221186.643678,2343898.000,57415,2,AY,1,100,0.011
1701221186.683670,2343938.000,57415,2,AY,1,100,-0.018
1701221186.723662,2343978.000,57431,3,AY,1,100,0.000
1701221186.763654,2344018.000,57431,3,AY,1,100,-0.023
1701221186.803646,2344058.000,57431,3,AY,1,100,-0.015
1701221186.843638,2344098.000,57447,2,AY,1,100,0.004
1701221186.883630,2344138.000,57447,2,AY,1,100,-0.034
1701221186.923622,2344178.000,57463,3,AY,1,100,-0.011
1701221186.963614,2344218.000,57463,3,AY,1,100,-0.011
1701221187.003606,2344258.000,57463,3,AY,1,100,-0.017
1701221187.043598,2344298.000,57480,2,AY,1,100,-0.010
1701221187.083590,2344338.000,57480,2,AY,1,100,-0.008
1701221187.123582,2344378.000,57497,3,AY,1,100,-0.026
1701221187.163574,2344418.000,57497,3,AY,1,100,-0.014
1701221187.203566,2344458.000,57497,3,AY,1,100,-0.014
1701221187.243558,2344498.000,57512,2,AY,1,100,-0.014
1701221187.283550,2344538.000,57512,2,AY,1,100,-0.008
1701221187.323542,2344578.000,57528,3,AY,1,100,-0.009
1701221187.363534,2344618.000,57528,3,AY,1,100,-0.052
1701221187.403526,2344658.000,57528,3,AY,1,100,-0.024
1701221187.443518,2344698.000,57547,2,AY,1,100,0.006
1701221187.483510,2344738.000,57547,2,AY,1,100,-0.008
1701221187.523502,2344778.000,57564,3,AY,1,100,-0.046
1701221187.563494,2344818.000,57564,3,AY,1,100,0.018
1701221187.603486,2344858.000,57564,3,AY,1,100,-0.015
1701221187.643478,2344898.000,57580,2,AY,1,100,-0.001
1701221187.683470,2344938.000,57580,2,AY,1,100,-0.015
1701221187.723462,2344978.000,57595,3,AY,1,100,-0.001
1701221187.763454,2345018.000,57595,3,AY,1,100,-0.009
1701221187.803446,2345058.000,57595,3,AY,1,100,-0.004
1701221187.843438,2345098.000,57613,2,AY,1,100,-0.002
1701221187.883430,2345138.000,57613,2,AY,1,100,-0.014
1701221187.923422,2345178.000,57631,3,AY,1,100,-0.008
1701221187.963414,2345218.000,57631,3,AY,1,100,-0.027
1701221188.003406,2345258.000,57631,3,AY,1,100,-0.011
1701221188.038732,2345293.333,57648,3,AY,1,100,-0.026
1701221188.074059,2345328.667,57648,3,AY,1,100,-0.022
1701221188.109385,2345364.000,57648,3,AY,1,100,-0.011
1701221188.149377,2345404.000,57663,2,AY,1,100,-0.017
1701221188.189369,2345444.000,57663,2,AY,1,100,-0.012
1701221188.229361,2345484.000,57680,3,AY,1,100,-0.019
1701221188.269353,2345524.000,57680,3,AY,1,100,-0.017
1701221188.309345,2345564.000,57680,3,AY,1,100,-0.020
1701221188.349337,2345604.000,57696,3,AY,1,100,-0.013
1701221188.389329,2345644.000,57696,3,AY,1,100,-0.010
1701221188.429321,2345684.000,57696,3,AY,1,100,-0.026
1701221188.469313,2345724.000,57714,2,AY,1,100,-0.005
1701221188.509305,2345764.000,57714,2,AY,1,100,-0.020
1701221188.549297,2345804.000,57730,3,AY,1,100,-0.019
1701221188.589289,2345844.000,57730,3,AY,1,100,-0.018
1701221188.629281,2345884.000,57730,3,AY,1,100,-0.017
1701221188.669273,2345924.000,57747,2,AY,1,100,-0.027
1701221188.709265,2345964.000,57747,2,AY,1,100,-0.017
1701221188.749257,2346004.000,57763,3,AY,1,100,-0.016
1701221188.789249,2346044.000,57763,3,AY,1,100,-0.016
1701221188.829241,2346084.000,57763,3,AY,1,100,-0.015
1701221188.869233,2346124.000,57781,2,AY,1,100,-0.013
1701221188.909225,2346164.000,57781,2,AY,1,100,-0.015
1701221188.949217,2346204.000,57795,3,AY,1,100,-0.017
1701221188.989209,2346244.000,57795,3,AY,1,100,-0.020
1701221189.029201,2346284.000,57795,3,AY,1,100,-0.019
1701221189.069193,2346324.000,57812,2,AY,1,100,-0.021
1701221189.109185,2346364.000,57812,2,AY,1,100,-0.014
1701221189.149177,2346404.000,57829,3,AY,1,100,-0.020
1701221189.189169,2346444.000,57829,3,AY,1,100,-0.017
1701221189.229161,2346484.000,57829,3,AY,1,100,-0.020
1701221189.269153,2346524.000,57846,2,AY,1,100,-0.020
1701221189.309145,2346564.000,57846,2,AY,1,100,-0.015
1701221189.349137,2346604.000,57860,3,AY,1,100,-0.017
1701221189.389129,2346644.000,57860,3,AY,1,100,-0.021
1701221189.429121,2346684.000,57860,3,AY,1,100,-0.023
1701221189.469113,2346724.000,57880,2,AY,1,100,-0.016
1701221189.509105,2346764.000,57880,2,AY,1,100,-0.018
1701221189.549097,2346804.000,57896,3,AY,1,100,-0.015
1701221189.589089,2346844.000,57896,3,AY,1,100,-0.020
1701221189.629081,2346884.000,57896,3,AY,1,100,-0.021
1701221189.669073,2346924.000,57913,3,AY,1,100,-0.014
1701221189.709065,2346964.000,57913,3,AY,1,100,-0.022
1701221189.749057,2347004.000,57913,3,AY,1,100,-0.015
1701221189.789049,2347044.000,57928,2,AY,1,100,-0.013
1701221189.829041,2347084.000,57928,2,AY,1,100,-0.013
1701221189.864701,2347119.667,57945,3,AY,1,100,-0.014
1701221189.900360,2347155.333,57945,3,AY,1,100,-0.018
1701221189.936020,2347191.000,57945,3,AY,1,100,-0.016
1701221189.976012,2347231.000,57961,3,AY,1,100,-0.019
1701221190.016004,2347271.000,57961,3,AY,1,100,-0.022
1701221190.055996,2347311.000,57961,3,AY,1,100,-0.014
1701221190.095988,2347351.000,57984,3,AY,1,100,-0.023
1701221190.135980,2347391.000,57984,3,AY,1,100,-0.018
1701221190.175972,2347431.000,57984,3,AY,1,100,-0.015
1701221190.215964,2347471.000,58000,3,AY,1,100,-0.018
1701221190.255956,2347511.000,58000,3,AY,1,100,-0.016
1701221190.295948,2347551.000,58000,3,AY,1,100,-0.021
1701221190.335940,2347591.000,58017,2,AY,1,100,-0.020
1701221190.375932,2347631.000,58017,2,AY,1,100,-0.020
1701221190.415924,2347671.000,58031,3,AY,1,100,-0.017
1701221190.455916,2347711.000,58031,3,AY,1,100,-0.015
1701221190.495908,2347751.000,58031,3,AY,1,100,-0.016
1701221190.535900,2347791.000,58049,2,AY,1,100,-0.021
1701221190.575892,2347831.000,58049,2,AY,1,100,-0.017
1701221190.615884,2347871.000,58065,3,AY,1,100,-0.021
1701221190.655876,2347911.000,58065,3,AY,1,100,-0.015
1701221190.695868,2347951.000,58065,3,AY,1,100,-0.021
1701221190.735860,2347991.000,58084,2,AY,1,100,-0.017
1701221190.775852,2348031.000,58084,2,AY,1,100,-0.018
1701221190.815844,2348071.000,58099,3,AY,1,100,-0.021
1701221190.855836,2348111.000,58099,3,AY,1,100,-0.018
1701221190.895828,2348151.000,58099,3,AY,1,100,-0.019
1701221190.935820,2348191.000,58116,2,AY,1,100,-0.015
1701221190.975812,2348231.000,58116,2,AY,1,100,-0.016
1701221191.015804,2348271.000,58132,3,AY,1,100,-0.013
1701221191.055796,2348311.000,58132,3,AY,1,100,-0.019
1701221191.095788,2348351.000,58132,3,AY,1,100,-0.015
1701221191.135780,2348391.000,58150,2,AY,1,100,-0.014
1701221191.175772,2348431.000,58150,2,AY,1,100,-0.018
1701221191.215764,2348471.000,58164,3,AY,1,100,-0.014
1701221191.255756,2348511.000,58164,3,AY,1,100,-0.017
1701221191.295748,2348551.000,58164,3,AY,1,100,-0.016
1701221191.335740,2348591.000,58181,2,AY,1,100,-0.016
1701221191.375732,2348631.000,58181,2,AY,1,100,-0.019
1701221191.415725,2348671.000,58197,3,AY,1,100,-0.015
1701221191.455716,2348711.000,58197,3,AY,1,100,-0.019
